Date,Device,Link_to_Creative,Spend_USD
2024-10,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/5cfecb5bbb44d56d/media,536297.9895
2024-10,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/a1156bd68bc51f06/media,532360.8948
2024-10,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/46ce1a492a28ae2a/media,734793.2713
2024-10,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,717039.917
2024-10,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/7f1b06de7aab5c97/media,161152.6113
2024-10,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/955fb9b9276d98cd/media,361318.3308
2024-10,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/5f7d0fa39ff07952/media,291692.1884
2024-10,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/440c3b96b82044b0/media,236922.8595
2024-11,Desktop Display,https://s3.amazonaws.com/YM_Ads/ZA2v-G3I3yVxlnOVd1bWvQ.png,932684.1298999999
2024-11,Desktop Display,https://s3.amazonaws.com/YM_Ads/-uypsglXY8YjjMjy19PcWQ.png,842184.5606
2024-11,Desktop Display,https://s3.amazonaws.com/YM_Ads/oIvg4HAD_qF66G-9bLp3Fg.png,216100.23
2024-11,Desktop Video,https://s3.amazonaws.com/YM_Ads/4ax9BOgIdQo19movTwfooA.mp4,359232.3829
2024-11,Desktop Video,https://s3.amazonaws.com/YM_Ads/skyovOSY2rAJr6FOhXxobQ.mp4,151662.2696
2024-11,Desktop Video,https://s3.amazonaws.com/YM_Ads/P33fRqBRbnlnn3yL9jMZLA.mp4,144142.1563
2024-11,Facebook,https://s3.amazonaws.com/YM_Ads/2727895697295517437.png,392193.9768
2024-11,Facebook,https://s3.amazonaws.com/YM_Ads/6676550154921023854.png,214094.6615
2024-11,Facebook,https://s3.amazonaws.com/YM_Ads/-4954060316539940705.png,206894.0499
2024-11,Instagram,https://s3.amazonaws.com/YM_Ads/8535314480578865806.png,511292.0273
2024-11,Instagram,https://s3.amazonaws.com/YM_Ads/7667870999251460969.png,328064.6442
2024-11,Instagram,https://s3.amazonaws.com/YM_Ads/-7066687179865131895.png,281852.7155
2024-11,Mobile Display,https://s3.amazonaws.com/YM_Ads/CGvVMzhNcCiKiCLFk7VCdQ.png,66373.5361
2024-11,Mobile Display,https://s3.amazonaws.com/YM_Ads/8KSYRz4sEoYPMZ0GOtSQ3A.png,59071.8923
2024-11,Mobile Display,https://s3.amazonaws.com/YM_Ads/0Uy_yjowqMZ-xkbydDPgAQ.png,49507.0379
2024-11,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/ede10862c38d1280/media,980658.0469
2024-11,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/1e2c65c6417f12dd/media,875906.1905
2024-11,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/fc632831e12ea761/media,872150.4463
2024-11,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/46ce1a492a28ae2a/media,727429.9807
2024-11,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,644131.7539
2024-11,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/4e7f0a40bbfe7038/media,20832.2679
2024-11,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/955fb9b9276d98cd/media,307821.8457
2024-11,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/970ed43a8cf74499/media,248895.776
2024-11,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/5f7d0fa39ff07952/media,111088.2848
2024-12,Desktop Display,https://s3.amazonaws.com/YM_Ads/jrRHV0enf-uLkdkcQxnZwA.png,376442.5151
2024-12,Desktop Display,https://s3.amazonaws.com/YM_Ads/oIvg4HAD_qF66G-9bLp3Fg.png,276939.2974
2024-12,Desktop Display,https://s3.amazonaws.com/YM_Ads/8GrOWBTdjpyrbEjSk-PqZQ.png,251602.71
2024-12,Desktop Video,https://s3.amazonaws.com/YM_Ads/4ax9BOgIdQo19movTwfooA.mp4,126923.2277
2024-12,Desktop Video,https://s3.amazonaws.com/YM_Ads/P33fRqBRbnlnn3yL9jMZLA.mp4,107130.70959999999
2024-12,Desktop Video,https://s3.amazonaws.com/YM_Ads/M9tbWqoDLOrZq3XjyVEOnw.mp4,55416.5527
2024-12,Facebook,https://s3.amazonaws.com/YM_Ads/4135872406115760760.png,493904.4532
2024-12,Facebook,https://s3.amazonaws.com/YM_Ads/6676550154921023854.png,254937.6843
2024-12,Facebook,https://s3.amazonaws.com/YM_Ads/-1087682468884149667.png,204897.2169
2024-12,Instagram,https://s3.amazonaws.com/YM_Ads/7667870999251460969.png,795875.3079
2024-12,Instagram,https://s3.amazonaws.com/YM_Ads/-570956462416789518.png,486921.4308
2024-12,Instagram,https://s3.amazonaws.com/YM_Ads/-7066687179865131895.png,411456.5842
2024-12,Mobile Display,https://s3.amazonaws.com/YM_Ads/49-vjL7e8TH7HKr1S7oKjA.png,115379.1807
2024-12,Mobile Display,https://s3.amazonaws.com/YM_Ads/8SMltuBjAEr5VOzhcdbsfw.png,66356.1473
2024-12,Mobile Display,https://s3.amazonaws.com/YM_Ads/z2r1gd_znIYuaLQRnnlz4Q.png,54878.1901
2024-12,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/fc632831e12ea761/media,1105649.3981
2024-12,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/bfb550c8758c8c1b/media,876608.2812
2024-12,OTT,https://x-ad-assets.s3.amazonaws.com/media_asset/cbfb717450bc226f/media,807315.9398
2024-12,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/46ce1a492a28ae2a/media,417216.7683
2024-12,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/706d1ac423bb79a9/media,395187.6523
2024-12,TikTok,https://x-ad-assets.s3.amazonaws.com/media_asset/4e7f0a40bbfe7038/media,7698.054099999999
2024-12,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/b69e777af70096a8/media,330890.5415
2024-12,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/970ed43a8cf74499/media,301970.3117
2024-12,YouTube,https://x-ad-assets.s3.amazonaws.com/media_asset/70e20f2aa78fba7c/media,171647.5365
